;N20;Date;Bande;soilH_H1;soilH_H2;NO3_H1;NO3_H2;NH4_H1;NH4_H2;Temp moyenne (°C) J1;Humidité moyenne (%) J1;Temp moyenne (°C) J7;Humidité moyenne (%) J7;Temp moyenne (°C) J30;Humidité moyenne (%) J30;Sum Pluie (mm) J1;Sum ETP Penman (mm) J1;Sum Pluie (mm) J7;Sum ETP Penman (mm) J7;Sum Pluie (mm) J30;Humidité max (%) J7;Humidité max (%) J30;Humidité max (%);Sum Humidité min (%) J1;Temp min J1;Sum Humidité min (%) J7;Temp min J7;Sum Humidité min (%) J30;Temp min J30;acs;bi;bio;elev;pn;ref;week;month;year;2018;2019;2020;2021;Pic
90;0.8892301056288667;2018-10-03;acs;0.0881846036001532;0.0999483026021023;43.642962522314406;21.547031820792643;2.093900138845135;0.3376315527474629;89.0;14.9;74.42857142857143;12.857142857142858;72.76666666666667;15.876666666666663;1.4;0.5;13.200000000000005;2.0;76.2;100.0;95.0;95.13333333333334;67.0;13.9;50.57142857142857;7.385714285714285;47.53333333333333;10.38;1.0;0.0;0.0;0.0;0.0;0.0;40;10;2018;1.0;0.0;0.0;0.0;1
355;0.8986103995947068;2021-04-27;acs;0.1161564625850339;0.1191016906384052;10.8160963055609;6.94260326553996;1.7721757792957475;2.2874987682612438;48.0;11.3;52.85714285714285;11.171428571428573;62.766666666666666;8.903333333333334;3.9;0.0;30.6;0.5;89.10000000000001;83.0;81.28571428571429;87.2;20.0;3.2;26.285714285714285;4.114285714285715;37.4;2.9;1.0;0.0;0.0;0.0;0.0;0.0;17;4;2021;0.0;0.0;0.0;1.0;1
174;0.9055628547554488;2019-04-24;elev;0.1020686337395765;0.1036359829715962;3.0501053040450032;0.9715977888508252;4.039963461023306;2.2922510796221327;79.0;12.6;58.57142857142857;16.32857142857143;66.06666666666666;10.566666666666665;2.6;8.5;25.9;8.5;83.2;97.0;84.42857142857143;90.16666666666669;63.0;9.4;33.57142857142857;9.928571428571429;40.06666666666667;4.843333333333335;0.0;0.0;0.0;1.0;0.0;0.0;17;4;2019;0.0;1.0;0.0;0.0;1
131;0.9109383951373056;2019-02-14;ref;0.2136907304570695;0.1992010447875855;2.0337674317533616;2.160207041442824;2.388869681742042;2.0001917050396525;79.0;5.6;83.57142857142857;5.9;88.4;3.46;0.6;0.5;5.5;16.0;12.0;96.0;96.42857142857144;97.43333333333334;45.0;0.4;62.285714285714285;2.657142857142856;73.86666666666666;1.0566666666666669;0.0;0.0;0.0;0.0;0.0;1.0;7;2;2019;0.0;1.0;0.0;0.0;1
291;0.9124111367686358;2020-05-27;bio;0.0804276632633404;0.0879345603271983;7.763151628783912;5.275777130044841;2.227771582696135;2.316708520179372;54.0;19.1;63.285714285714285;17.628571428571426;67.56666666666666;14.090000000000002;6.1;0.0;34.7;2.0;123.09999999999998;77.0;90.71428571428572;91.13333333333334;34.0;12.0;38.42857142857143;11.2;42.266666666666666;8.493333333333334;0.0;0.0;1.0;0.0;0.0;0.0;22;5;2020;0.0;0.0;1.0;0.0;1
359;0.9126929828465332;2021-04-27;pn;0.1305202932236724;0.143392857142857;7.902344231955583;6.940571482176357;0.5768711289327579;0.2158137898686679;48.0;11.3;52.85714285714285;11.171428571428573;62.766666666666666;8.903333333333334;3.9;0.0;30.6;0.5;89.10000000000001;83.0;81.28571428571429;87.2;20.0;3.2;26.285714285714285;4.114285714285715;37.4;2.9;0.0;0.0;0.0;0.0;1.0;0.0;17;4;2021;0.0;0.0;0.0;1.0;1
299;0.9229544425506642;2020-07-08;pn;0.080375898286346;0.1028357743845435;18.96856756431834;7.471786870441124;2.3443204015388317;0.2048541854810694;64.0;20.0;66.0;17.87142857142857;67.0;18.12333333333333;5.3;0.0;32.099999999999994;0.5;140.50000000000003;91.0;91.14285714285714;91.13333333333334;42.0;10.9;43.42857142857143;11.85714285714286;41.96666666666667;12.666666666666664;0.0;0.0;0.0;0.0;1.0;0.0;28;7;2020;0.0;0.0;1.0;0.0;1
163;0.927162863036924;2019-04-05;pn;0.1535087719298246;0.1708403644954438;23.891602072538856;5.997591891891892;11.807235578583764;2.7017264680343;61.0;7.8;65.42857142857143;9.5;74.4;8.54;2.4;0.0;18.8;8.0;63.1;82.0;90.42857142857144;94.23333333333332;36.0;1.6;35.857142857142854;3.685714285714286;49.46666666666667;4.05;0.0;0.0;0.0;0.0;1.0;0.0;14;4;2019;0.0;1.0;0.0;0.0;1
118;0.933728701599242;2018-11-15;pn;0.1973620717387807;0.1933565419205105;4.520449539078157;15.422277971587842;0.5218921776887104;1.154898891086734;100.0;8.4;94.14285714285714;10.1;87.93333333333334;9.643333333333333;0.1;0.0;2.4;22.5;20.5;100.0;99.28571428571428;98.5;100.0;6.9;83.85714285714286;8.028571428571428;70.73333333333333;6.376666666666667;0.0;0.0;0.0;0.0;1.0;0.0;46;11;2018;1.0;0.0;0.0;0.0;1
252;0.9374026302732544;2020-02-18;ref;0.2200571311977148;0.2212079397091602;2.7906454414650104;3.660410031347961;3.353670398953565;4.263918495297804;77.0;7.0;77.57142857142857;8.77142857142857;84.36666666666666;6.803333333333333;1.2;5.5;10.5;14.5;24.0;89.0;91.42857142857144;94.76666666666668;60.0;3.7;59.85714285714285;6.385714285714286;68.26666666666667;4.233333333333333;0.0;0.0;0.0;0.0;0.0;1.0;8;2;2020;0.0;0.0;1.0;0.0;1
302;0.969604722849349;2020-09-02;bi;0.124626443744447;0.1047024246877295;4.665144906809375;10.608405990972503;0.3209243979516517;0.300084878949528;64.0;16.0;75.85714285714286;15.385714285714286;64.13333333333334;20.93;3.1;0.0;20.1;17.5;130.4;95.0;95.71428571428572;87.46666666666667;36.0;8.3;49.142857142857146;10.428571428571429;37.8;15.186666666666667;0.0;1.0;0.0;0.0;0.0;0.0;36;9;2020;0.0;0.0;1.0;0.0;1
80;0.9904826300568984;2018-08-30;bio;0.1117762512266928;0.1144404332129964;18.03402041763341;17.694204728903383;1.758419224395095;1.3948876477782302;80.0;16.8;72.57142857142857;16.94285714285714;68.06666666666666;20.276666666666667;2.1;0.0;22.4;12.0;126.4;97.0;97.0;92.73333333333332;52.0;13.8;44.71428571428572;12.157142857142858;42.93333333333333;14.243333333333336;0.0;0.0;1.0;0.0;0.0;0.0;35;8;2018;1.0;0.0;0.0;0.0;1
79;0.9904826300568984;2018-08-30;bio;0.1117762512266928;0.1144404332129964;18.03402041763341;17.694204728903383;1.758419224395095;1.3948876477782302;80.0;16.8;72.57142857142857;16.94285714285714;68.06666666666666;20.276666666666667;2.1;0.0;22.4;12.0;126.4;97.0;97.0;92.73333333333332;52.0;13.8;44.71428571428572;12.157142857142858;42.93333333333333;14.243333333333336;0.0;0.0;1.0;0.0;0.0;0.0;35;8;2018;1.0;0.0;0.0;0.0;1
78;0.9904826300568984;2018-08-30;bio;0.1117762512266928;0.1144404332129964;18.03402041763341;17.694204728903383;1.758419224395095;1.3948876477782302;80.0;16.8;72.57142857142857;16.94285714285714;68.06666666666666;20.276666666666667;2.1;0.0;22.4;12.0;126.4;97.0;97.0;92.73333333333332;52.0;13.8;44.71428571428572;12.157142857142858;42.93333333333333;14.243333333333336;0.0;0.0;1.0;0.0;0.0;0.0;35;8;2018;1.0;0.0;0.0;0.0;1
77;0.9904826300568984;2018-08-30;bio;0.1117762512266928;0.1144404332129964;18.03402041763341;17.694204728903383;1.758419224395095;1.3948876477782302;80.0;16.8;72.57142857142857;16.94285714285714;68.06666666666666;20.276666666666667;2.1;0.0;22.4;12.0;126.4;97.0;97.0;92.73333333333332;52.0;13.8;44.71428571428572;12.157142857142858;42.93333333333333;14.243333333333336;0.0;0.0;1.0;0.0;0.0;0.0;35;8;2018;1.0;0.0;0.0;0.0;1
224;1.0015495969459354;2019-10-14;bi;0.1595791805094131;0.1522692601067887;1.5248245355119254;1.366414194128894;5.049600092238767;3.410196108424249;77.0;17.5;82.71428571428571;15.0;76.3;15.283333333333331;2.4;1.5;12.6;14.0;70.90000000000002;96.0;96.42857142857144;93.4;50.0;13.3;61.71428571428572;11.828571428571427;52.6;11.473333333333334;0.0;1.0;0.0;0.0;0.0;0.0;42;10;2019;0.0;1.0;0.0;0.0;1
179;1.0016492028649298;2019-04-29;bio;0.1397979449097659;0.104347115541755;2.182081228668942;1.7508562722379335;1.9182348055945917;1.7760743666940355;76.0;9.5;77.71428571428571;10.857142857142858;68.13333333333334;10.636666666666668;2.7;0.0;19.1;13.5;85.70000000000002;100.0;95.14285714285714;90.9;46.0;2.5;54.142857142857146;6.928571428571428;42.266666666666666;5.286666666666667;0.0;0.0;1.0;0.0;0.0;0.0;18;4;2019;0.0;1.0;0.0;0.0;1
172;1.0039243819889254;2019-04-24;bi;0.1082931777834136;0.1302981584332067;12.19996587030717;2.3999789765565915;8.197699288964731;2.561479909251324;79.0;12.6;58.57142857142857;16.32857142857143;66.06666666666666;10.566666666666665;2.6;8.5;25.9;8.5;83.2;97.0;84.42857142857143;90.16666666666669;63.0;9.4;33.57142857142857;9.928571428571429;40.06666666666667;4.843333333333335;0.0;1.0;0.0;0.0;0.0;0.0;17;4;2019;0.0;1.0;0.0;0.0;1
126;1.0065687492221993;2019-02-14;acs;0.2142178457285997;0.1897211591033351;2.3109204572936126;2.439753036437246;1.7930305619679257;1.3909703103913624;79.0;5.6;83.57142857142857;5.9;88.4;3.46;0.6;0.5;5.5;16.0;12.0;96.0;96.42857142857144;97.43333333333334;45.0;0.4;62.285714285714285;2.657142857142856;73.86666666666666;1.0566666666666669;1.0;0.0;0.0;0.0;0.0;0.0;7;2;2019;0.0;1.0;0.0;0.0;1
226;1.0122823945842894;2019-10-14;elev;0.151809886694074;0.1555403956729364;9.45797682941246;38.99455727639931;2.334494857548173;2.7945512290825154;77.0;17.5;82.71428571428571;15.0;76.3;15.283333333333331;2.4;1.5;12.6;14.0;70.90000000000002;96.0;96.42857142857144;93.4;50.0;13.3;61.71428571428572;11.828571428571427;52.6;11.473333333333334;0.0;0.0;0.0;1.0;0.0;0.0;42;10;2019;0.0;1.0;0.0;0.0;1
53;1.0231767406620704;2018-06-01;ref;0.1424592792640729;0.115338781069118;1.9982012400354292;1.5508860386798802;2.82541358134042;2.067848051573174;94.0;17.1;84.85714285714286;19.328571428571426;78.5;15.589999999999998;2.3;3.5;27.899999999999995;22.5;117.5;100.0;99.71428571428572;97.13333333333334;83.0;14.8;59.42857142857143;14.94285714285714;52.7;10.06;0.0;0.0;0.0;0.0;0.0;1.0;22;6;2018;1.0;0.0;0.0;0.0;1
160;1.033754691138588;2019-04-05;bi;0.1678184455251257;0.1935280521117882;36.76307703506253;12.761799895779047;24.994113109151797;2.84429657807886;61.0;7.8;65.42857142857143;9.5;74.4;8.54;2.4;0.0;18.8;8.0;63.1;82.0;90.42857142857144;94.23333333333332;36.0;1.6;35.857142857142854;3.685714285714286;49.46666666666667;4.05;0.0;1.0;0.0;0.0;0.0;0.0;14;4;2019;0.0;1.0;0.0;0.0;1
139;1.037765586625075;2019-03-01;pn;0.2055775189657015;0.1967760261326517;11.317424182918632;2.755186897710193;9.196401999551671;1.1238814133734123;88.0;9.3;67.0;9.72857142857143;78.96666666666667;6.836666666666664;0.9;0.5;9.1;4.0;24.2;99.0;88.85714285714286;94.7;78.0;8.1;43.0;4.1571428571428575;57.6;2.523333333333333;0.0;0.0;0.0;0.0;1.0;0.0;9;3;2019;0.0;1.0;0.0;0.0;1
64;1.0467584402629917;2018-06-28;pn;0.1007300710339383;0.1210322812696699;7.021433911135491;8.624882823529411;0.5223384311574324;0.444009411764706;62.0;21.4;66.85714285714286;17.97142857142857;81.0;17.906666666666663;6.5;0.0;38.4;0.0;124.60000000000002;94.0;92.14285714285714;97.3;37.0;14.1;44.142857142857146;10.614285714285714;60.3;13.126666666666669;0.0;0.0;0.0;0.0;1.0;0.0;26;6;2018;1.0;0.0;0.0;0.0;1
171;1.050161705097984;2019-04-24;acs;0.095423644503399;0.1064635718891036;1.835338878196316;2.37253330928114;2.246769620871903;1.6669760179589703;79.0;12.6;58.57142857142857;16.32857142857143;66.06666666666666;10.566666666666665;2.6;8.5;25.9;8.5;83.2;97.0;84.42857142857143;90.16666666666669;63.0;9.4;33.57142857142857;9.928571428571429;40.06666666666667;4.843333333333335;1.0;0.0;0.0;0.0;0.0;0.0;17;4;2019;0.0;1.0;0.0;0.0;1
290;1.055309372909664;2020-05-27;bi;0.0914544202969809;0.1096392908090482;4.7809837861240405;4.152647104600594;0.989851715553631;1.3188196841382462;54.0;19.1;63.285714285714285;17.628571428571426;67.56666666666666;14.090000000000002;6.1;0.0;34.7;2.0;123.09999999999998;77.0;90.71428571428572;91.13333333333334;34.0;12.0;38.42857142857143;11.2;42.266666666666666;8.493333333333334;0.0;1.0;0.0;0.0;0.0;0.0;22;5;2020;0.0;0.0;1.0;0.0;1
294;1.0584046689879514;2020-05-27;ref;0.1026395839466196;0.1230684931506849;6.317335243302352;5.078331017245689;1.1284554182613449;1.8486906773306668;54.0;19.1;63.285714285714285;17.628571428571426;67.56666666666666;14.090000000000002;6.1;0.0;34.7;2.0;123.09999999999998;77.0;90.71428571428572;91.13333333333334;34.0;12.0;38.42857142857143;11.2;42.266666666666666;8.493333333333334;0.0;0.0;0.0;0.0;0.0;1.0;22;5;2020;0.0;0.0;1.0;0.0;1
368;1.068979628587498;2021-06-17;bi;0.1169766593727205;0.0928647672222678;5.381245988642228;3.979772356987691;0.0;0.0;82.0;21.3;69.14285714285714;20.95714285714286;70.7;16.723333333333336;4.1;13.0;37.4;22.0;141.10000000000002;97.0;94.85714285714286;93.43333333333334;60.0;18.6;41.57142857142857;14.185714285714289;45.8;10.98;0.0;1.0;0.0;0.0;0.0;0.0;24;6;2021;0.0;0.0;0.0;1.0;1
285;1.0917772111101405;2020-04-27;bio;0.0960648148148148;0.1148613015504693;8.076457106274008;5.07773894184938;2.103867221510883;2.1541922783603438;65.0;15.8;56.42857142857143;15.114285714285714;59.333333333333336;12.81;3.3;0.0;27.0;0.0;104.6;97.0;82.85714285714286;87.1;37.0;8.4;32.42857142857143;8.000000000000002;32.63333333333333;6.48;0.0;0.0;1.0;0.0;0.0;0.0;18;4;2020;0.0;0.0;1.0;0.0;1
101;1.118179788583174;2018-10-09;ref;0.0873651235642186;0.0937257271079658;19.56161018306636;15.972649081039894;0.140966857360793;0.1204413547916068;77.0;14.2;79.57142857142857;14.142857142857142;73.43333333333334;15.146666666666665;1.5;0.0;11.0;1.5;69.69999999999999;94.0;96.28571428571428;95.3;54.0;5.3;55.285714285714285;9.37142857142857;48.4;9.46;0.0;0.0;0.0;0.0;0.0;1.0;41;10;2018;1.0;0.0;0.0;0.0;1
273;1.1346482181414212;2020-03-19;bio;0.1893004115226336;0.2076113182715508;6.584107614213197;5.536380456747405;1.544420304568528;3.434606394463668;76.0;12.5;78.0;9.914285714285716;82.2;8.113333333333333;1.9;0.0;10.9;0.5;40.3;96.0;93.71428571428572;94.9;47.0;5.3;58.142857142857146;5.8;63.9;4.959999999999999;0.0;0.0;1.0;0.0;0.0;0.0;12;3;2020;0.0;0.0;1.0;0.0;1
196;1.1363146423754356;2019-05-27;bi;0.1494261609789467;0.152764123118808;1.4995399874899475;1.43765623493707;2.8288423435498764;2.201289357017465;71.0;15.3;72.71428571428571;15.171428571428567;74.76666666666667;11.74;4.9;0.0;27.3;0.5;99.40000000000002;99.0;96.71428571428572;95.33333333333331;39.0;13.4;45.57142857142857;9.742857142857144;48.2;6.846666666666668;0.0;1.0;0.0;0.0;0.0;0.0;22;5;2019;0.0;1.0;0.0;0.0;1
180;1.1399680993901276;2019-04-29;elev;0.1530141561953236;0.10479440652572;1.6395718309859153;1.5898716317991632;2.189739267605633;0.9986268526266844;76.0;9.5;77.71428571428571;10.857142857142858;68.13333333333334;10.636666666666668;2.7;0.0;19.1;13.5;85.70000000000002;100.0;95.14285714285714;90.9;46.0;2.5;54.142857142857146;6.928571428571428;42.266666666666666;5.286666666666667;0.0;0.0;0.0;1.0;0.0;0.0;18;4;2019;0.0;1.0;0.0;0.0;1
301;1.1424053408465626;2020-09-02;acs;0.1411543979693191;0.1213814584096738;6.37625258288358;5.252879699718486;0.5631201329992295;0.3662722239599625;64.0;16.0;75.85714285714286;15.385714285714286;64.13333333333334;20.93;3.1;0.0;20.1;17.5;130.4;95.0;95.71428571428572;87.46666666666667;36.0;8.3;49.142857142857146;10.428571428571429;37.8;15.186666666666667;1.0;0.0;0.0;0.0;0.0;0.0;36;9;2020;0.0;0.0;1.0;0.0;1
82;1.1484693851818588;2018-08-30;pn;0.1225020815986678;0.0942473474801061;14.3220249436603;10.274325432415118;1.2585076384770495;0.4892535920197678;80.0;16.8;72.57142857142857;16.94285714285714;68.06666666666666;20.276666666666667;2.1;0.0;22.4;12.0;126.4;97.0;97.0;92.73333333333332;52.0;13.8;44.71428571428572;12.157142857142858;42.93333333333333;14.243333333333336;0.0;0.0;0.0;0.0;1.0;0.0;35;8;2018;1.0;0.0;0.0;0.0;1
261;1.148615149437174;2020-03-06;bio;0.2219153674832961;0.2227277322818724;2.689138962674605;5.090751430801249;4.580131657888711;3.7226941987513;78.0;6.2;84.85714285714286;6.357142857142857;81.83333333333333;7.409999999999998;1.4;0.0;7.9;39.0;36.5;94.0;95.14285714285714;93.8;56.0;4.5;67.14285714285714;3.485714285714286;63.53333333333333;4.636666666666667;0.0;0.0;1.0;0.0;0.0;0.0;10;3;2020;0.0;0.0;1.0;0.0;1
76;1.1525424571219995;2018-08-30;bi;0.1044402751719824;0.0969460227272727;16.490379888268155;10.734885961462837;0.8891871508379887;1.2283700353912703;80.0;16.8;72.57142857142857;16.94285714285714;68.06666666666666;20.276666666666667;2.1;0.0;22.4;12.0;126.4;97.0;97.0;92.73333333333332;52.0;13.8;44.71428571428572;12.157142857142858;42.93333333333333;14.243333333333336;0.0;1.0;0.0;0.0;0.0;0.0;35;8;2018;1.0;0.0;0.0;0.0;1
304;1.1610081378917747;2020-09-02;elev;0.120218106283538;0.1062652563059398;7.181368450565666;11.252774289876182;0.3808301451057552;0.5284901219956304;64.0;16.0;75.85714285714286;15.385714285714286;64.13333333333334;20.93;3.1;0.0;20.1;17.5;130.4;95.0;95.71428571428572;87.46666666666667;36.0;8.3;49.142857142857146;10.428571428571429;37.8;15.186666666666667;0.0;0.0;0.0;1.0;0.0;0.0;36;9;2020;0.0;0.0;1.0;0.0;1
217;1.1643704693084724;2019-09-27;acs;0.1514558637357578;0.1080918479895718;23.929993408381936;9.68971224283305;2.091084352818844;2.110514940978077;81.0;15.7;77.42857142857143;16.82857142857143;68.6;16.4;2.8;0.5;17.299999999999997;18.0;90.9;95.0;90.85714285714286;92.63333333333334;56.0;13.4;56.85714285714285;13.585714285714284;40.9;10.909999999999998;1.0;0.0;0.0;0.0;0.0;0.0;39;9;2019;0.0;1.0;0.0;0.0;1
122;1.166299666563304;2019-01-04;bio;0.212707182320442;0.2099108411939526;2.75544;4.361703900564232;1.732221052631579;1.5739875432714576;89.0;3.4;91.85714285714286;5.685714285714286;90.23333333333332;5.623333333333333;0.1;0.0;0.9;1.0;6.499999999999999;99.0;98.57142857142856;97.8;75.0;1.5;80.28571428571429;3.971428571428572;77.4;3.393333333333333;0.0;0.0;1.0;0.0;0.0;0.0;1;1;2019;0.0;1.0;0.0;0.0;1
189;1.178843187008399;2019-05-13;acs;0.1942184661559119;0.1928001014070224;1.5897419917663205;1.6081984924623116;1.7705856574963517;1.3178293202121714;60.0;11.1;75.14285714285714;10.9;71.93333333333334;11.183333333333335;4.7;0.0;22.5;55.5;91.8;93.0;96.42857142857144;93.7;36.0;3.9;47.71428571428572;6.614285714285713;45.13333333333333;6.026666666666668;1.0;0.0;0.0;0.0;0.0;0.0;20;5;2019;0.0;1.0;0.0;0.0;1
192;1.1903178012597393;2019-05-13;elev;0.1941654292951349;0.1927051671732522;1.440114556687622;1.1994361445783133;1.8889307464412168;1.1911067269076296;60.0;11.1;75.14285714285714;10.9;71.93333333333334;11.183333333333335;4.7;0.0;22.5;55.5;91.8;93.0;96.42857142857144;93.7;36.0;3.9;47.71428571428572;6.614285714285713;45.13333333333333;6.026666666666668;0.0;0.0;0.0;1.0;0.0;0.0;20;5;2019;0.0;1.0;0.0;0.0;1
159;1.1931731720125642;2019-04-05;acs;0.1503979507821792;0.1573588398642394;9.00654144503069;4.925890882460637;3.1233622459112502;2.1892848366491715;61.0;7.8;65.42857142857143;9.5;74.4;8.54;2.4;0.0;18.8;8.0;63.1;82.0;90.42857142857144;94.23333333333332;36.0;1.6;35.857142857142854;3.685714285714286;49.46666666666667;4.05;1.0;0.0;0.0;0.0;0.0;0.0;14;4;2019;0.0;1.0;0.0;0.0;1
335;1.1982868610218458;2021-03-02;pn;0.1982251374553872;0.2088917422357756;25.429530064966315;8.939342665855143;5.809179851419634;1.5123672398052346;66.0;8.9;73.42857142857143;8.414285714285715;77.86666666666666;6.239999999999999;1.2;0.0;9.1;2.0;30.1;90.0;92.14285714285714;90.33333333333331;28.0;0.8;47.42857142857143;3.7;62.2;3.1300000000000003;0.0;0.0;0.0;0.0;1.0;0.0;9;3;2021;0.0;0.0;0.0;1.0;1
235;1.205503008682909;2019-12-23;acs;0.2107258938244854;0.1978620411456232;1.752001029512697;1.1760101584108622;2.310045801876001;2.122225228396613;80.0;8.5;82.71428571428571;9.514285714285714;87.36666666666666;7.216666666666667;0.9;2.5;4.7;26.5;15.0;91.0;93.0;95.93333333333334;73.0;6.6;70.57142857142857;7.314285714285715;76.06666666666666;5.163333333333332;1.0;0.0;0.0;0.0;0.0;0.0;52;12;2019;0.0;1.0;0.0;0.0;1
197;1.2278702895534075;2019-05-27;bio;0.136535309627307;0.1441955193482687;1.595971775191879;1.4175969538315083;2.4507033259057525;2.827510455338726;71.0;15.3;72.71428571428571;15.171428571428567;74.76666666666667;11.74;4.9;0.0;27.3;0.5;99.40000000000002;99.0;96.71428571428572;95.33333333333331;39.0;13.4;45.57142857142857;9.742857142857144;48.2;6.846666666666668;0.0;0.0;1.0;0.0;0.0;0.0;22;5;2019;0.0;1.0;0.0;0.0;1
168;1.2339864291132068;2019-04-12;elev;0.1447950236078842;0.1594202898550724;1.649967767943213;1.4180689655172414;2.5162907136388863;4.139973563218389;64.0;5.5;72.42857142857143;9.0;73.76666666666667;8.73666666666667;2.8;0.0;16.0;0.5;63.79999999999999;93.0;93.14285714285714;94.2;40.0;0.3;49.142857142857146;4.442857142857142;48.8;3.86;0.0;0.0;0.0;1.0;0.0;0.0;15;4;2019;0.0;1.0;0.0;0.0;1
91;1.2378082094490737;2018-10-03;bi;0.1026361279170268;0.0970394736842105;22.246570286539853;17.755245901639345;1.4441463199293685;0.6979599271402549;89.0;14.9;74.42857142857143;12.857142857142858;72.76666666666667;15.876666666666663;1.4;0.5;13.200000000000005;2.0;76.2;100.0;95.0;95.13333333333334;67.0;13.9;50.57142857142857;7.385714285714285;47.53333333333333;10.38;0.0;1.0;0.0;0.0;0.0;0.0;40;10;2018;1.0;0.0;0.0;0.0;1
114;1.2454615428589415;2018-11-15;acs;0.1975320927455469;0.1814331402887026;10.011014769345238;49.104219852164746;0.5244469080687825;1.0955872345418285;100.0;8.4;94.14285714285714;10.1;87.93333333333334;9.643333333333333;0.1;0.0;2.4;22.5;20.5;100.0;99.28571428571428;98.5;100.0;6.9;83.85714285714286;8.028571428571428;70.73333333333333;6.376666666666667;1.0;0.0;0.0;0.0;0.0;0.0;46;11;2018;1.0;0.0;0.0;0.0;1
55;1.2627415731646336;2018-06-13;bi;0.2091251423066818;0.2114259597806216;9.801017473148043;8.630061226382288;1.237138234968442;0.5933973339515478;86.0;13.4;89.85714285714286;17.785714285714285;84.8;17.060000000000006;2.6;0.5;23.8;62.5;114.0;100.0;100.0;99.2;67.0;9.2;72.42857142857143;14.214285714285715;61.266666666666666;12.400000000000002;0.0;1.0;0.0;0.0;0.0;0.0;24;6;2018;1.0;0.0;0.0;0.0;1
191;1.270494599259569;2019-05-13;bio;0.1928321969067021;0.1969491013442077;1.2966805707221591;1.0570950536016552;2.094937378524089;1.615006331891417;60.0;11.1;75.14285714285714;10.9;71.93333333333334;11.183333333333335;4.7;0.0;22.5;55.5;91.8;93.0;96.42857142857144;93.7;36.0;3.9;47.71428571428572;6.614285714285713;45.13333333333333;6.026666666666668;0.0;0.0;1.0;0.0;0.0;0.0;20;5;2019;0.0;1.0;0.0;0.0;1
333;1.2807744396865712;2021-03-02;bio;0.1934364994663821;0.1972758021757015;10.103426794574926;7.819295934403823;3.201172552100564;1.860388042364195;66.0;8.9;73.42857142857143;8.414285714285715;77.86666666666666;6.239999999999999;1.2;0.0;9.1;2.0;30.1;90.0;92.14285714285714;90.33333333333331;28.0;0.8;47.42857142857143;3.7;62.2;3.1300000000000003;0.0;0.0;1.0;0.0;0.0;0.0;9;3;2021;0.0;0.0;0.0;1.0;1
142;1.282259970439337;2019-03-08;bi;0.2102045614860098;0.2262249927515221;8.266906817505209;19.21669972833724;1.6525791406172468;15.912450854020298;76.0;8.0;78.42857142857143;9.157142857142858;76.3;8.176666666666666;1.6;0.5;11.8;17.5;33.6;94.0;93.71428571428572;93.83333333333331;53.0;4.0;60.71428571428572;6.6000000000000005;53.333333333333336;3.7966666666666673;0.0;1.0;0.0;0.0;0.0;0.0;10;3;2019;0.0;1.0;0.0;0.0;1
289;1.287473820743571;2020-05-27;acs;0.0965349049893303;0.1054882394868139;5.322178832527276;3.9016337848605582;2.5589465901848305;1.4050526427622845;54.0;19.1;63.285714285714285;17.628571428571426;67.56666666666666;14.090000000000002;6.1;0.0;34.7;2.0;123.09999999999998;77.0;90.71428571428572;91.13333333333334;34.0;12.0;38.42857142857143;11.2;42.266666666666666;8.493333333333334;1.0;0.0;0.0;0.0;0.0;0.0;22;5;2020;0.0;0.0;1.0;0.0;1
283;1.2959569782260405;2020-04-27;acs;0.0969015795868773;0.1035696329813976;6.293502018163473;2.9867611890072907;2.560433299697276;3.692933408113665;65.0;15.8;56.42857142857143;15.114285714285714;59.333333333333336;12.81;3.3;0.0;27.0;0.0;104.6;97.0;82.85714285714286;87.1;37.0;8.4;32.42857142857143;8.000000000000002;32.63333333333333;6.48;1.0;0.0;0.0;0.0;0.0;0.0;18;4;2020;0.0;0.0;1.0;0.0;1
303;1.2978856114580442;2020-09-02;bio;0.1367755171824242;0.0968602686115805;37.77544634581105;24.286382706322627;0.0399148841354725;0.4245310961197558;64.0;16.0;75.85714285714286;15.385714285714286;64.13333333333334;20.93;3.1;0.0;20.1;17.5;130.4;95.0;95.71428571428572;87.46666666666667;36.0;8.3;49.142857142857146;10.428571428571429;37.8;15.186666666666667;0.0;0.0;1.0;0.0;0.0;0.0;36;9;2020;0.0;0.0;1.0;0.0;1
218;1.301687007610186;2019-09-27;bi;0.1570472605604349;0.1015180265654648;20.89535983626892;5.35810137275607;3.93919895807492;3.367642027455121;81.0;15.7;77.42857142857143;16.82857142857143;68.6;16.4;2.8;0.5;17.299999999999997;18.0;90.9;95.0;90.85714285714286;92.63333333333334;56.0;13.4;56.85714285714285;13.585714285714284;40.9;10.909999999999998;0.0;1.0;0.0;0.0;0.0;0.0;39;9;2019;0.0;1.0;0.0;0.0;1
195;1.3163046106070453;2019-05-27;acs;0.1281722840445119;0.1305598428511296;2.0697636088154265;1.30562440087146;2.3336678940924385;1.4789017133327953;71.0;15.3;72.71428571428571;15.171428571428567;74.76666666666667;11.74;4.9;0.0;27.3;0.5;99.40000000000002;99.0;96.71428571428572;95.33333333333331;39.0;13.4;45.57142857142857;9.742857142857144;48.2;6.846666666666668;1.0;0.0;0.0;0.0;0.0;0.0;22;5;2019;0.0;1.0;0.0;0.0;1
